canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,PC1,PC2,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37
3807,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,0.8976264783358030,-3.3819227376027800,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.92,0.77,0.85,0.69,0.31,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.77,0.77
3808,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,-0.7314590088172350,-2.281956536948380,21.77,78.17,0.46,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.85,0.54,1.0,0.31,0.31,0.31,0.08,0.31,0.69,0.54,0.69,1.0,0.69,0.54,0.54,0.54,0.77,0.62,0.31,0.54,0.54,0.77
3809,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,-0.5632358013173240,-2.757729702540130,21.77,78.17,0.46,0.08,0.08,0.77,0.31,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.69,0.54,1.0,0.08,0.31,0.31,0.08,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.77,0.62,0.08,0.54,0.77,1.0
3810,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,0.23055371157356600,-3.4466603426007900,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.81,0.85,0.31,0.54,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.31,0.54,0.42,0.54
3811,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,-0.5545349239907000,-2.3694012972684000,21.77,78.17,0.69,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.54,1.0,0.77,0.35,0.31,0.54,0.77,0.54
3820,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,2.905706840873240,1.7517026317373100,22.5,85.5,0.15,0.62,0.54,0.31,0.08,0.08,0.77,0.54,0.08,0.54,0.85,0.08,0.92,0.38,0.69,0.46,0.77,0.23,0.31,0.54,0.31,0.08,0.31,0.85,0.77,0.38,0.38,0.69,0.54,0.54,0.08,0.77,0.23,0.31,0.54,0.31,0.54
3821,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,1.8205685322617000,1.669157862257180,22.5,85.5,0.15,0.62,0.54,0.31,0.08,0.08,1.0,0.54,0.31,0.54,0.85,0.08,0.85,0.38,0.69,0.46,0.77,0.62,0.31,0.77,0.54,0.08,0.31,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.31,0.62,0.31,0.54,0.31,0.54
3822,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,2.318166000349370,-2.396345721129470,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.08,0.31,0.77,0.54,0.08,0.54,0.85,0.77,0.69,1.0,0.69,0.54,0.31,0.54,0.42,0.62,0.54,0.54,0.77,0.31
3823,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,3.121367219641020,-2.0742625356827200,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.38,0.54,0.23,0.31,0.77,0.31,0.08,0.31,0.69,0.54,0.69,1.0,1.0,0.54,0.31,0.54,0.77,0.62,0.31,0.54,0.42,0.31
3824,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,-2.223523076054890,1.5945561475626300,23.34,86.36,0.62,0.23,0.38,0.77,0.54,0.54,0.54,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.46,0.77,0.23,0.08,0.54,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.54,0.54,0.42,0.54
3825,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,4.177729501764030,-2.716545421369420,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.08,1.0,0.69,0.54,0.08,0.54,0.77,0.62,0.54,0.54,0.77,0.31
3826,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,0.8060341789873060,-0.7447721605993580,23.34,86.36,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.69,0.69,0.62,0.77,0.92,0.08,0.54,0.54,0.08,0.77,0.77,0.77,0.69,1.0,0.38,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.77,0.77
3827,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,1.885985370293540,-1.265049996248080,23.34,86.36,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.23,0.88,0.31,0.08,0.31,0.54,0.08,0.77,0.77,0.54,0.69,0.69,0.69,0.54,0.54,0.54,0.54,0.46,0.31,0.54,0.42,0.31
3828,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,2.386648136858410,-2.7828300138044100,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.46,0.54,0.62,0.31,0.77,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.31,0.54,0.77,0.62,0.54,0.54,0.54,0.54
3829,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,3.979715871285530,-2.1166495641953500,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.38,1.0,0.38,0.08,0.31,0.54,0.77,0.46,0.31,0.54,0.77,0.31
3836,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,3.9460072013859600,-0.6443814081514340,22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.46,0.08,0.69,0.15,0.54,0.08,0.31,0.54,0.31,0.08,0.54,0.38,0.42,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.35,0.31,0.31,0.77,0.31
3837,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,2.888560526639910,-0.9580295903865720,22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.85,0.08,0.69,0.46,0.77,0.38,0.08,0.54,0.31,0.08,0.54,0.69,0.31,0.69,0.38,1.0,0.08,0.31,1.0,0.54,0.46,0.54,0.54,0.77,0.54
3838,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,-1.2091744778139600,-2.517419318758390,22.36,85.43,0.46,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.31,0.54,0.54,0.46,0.77,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.35,0.31,0.54,0.77,0.54
3839,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,1.6854974356385100,-2.956642497213410,22.36,85.43,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.38,0.77,0.23,0.08,0.54,0.54,0.08,0.54,0.69,0.31,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.77
3840,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,1.2662325126306600,2.8269849331059600,22.36,85.43,0.69,0.62,0.54,0.77,0.31,0.31,0.77,0.54,0.08,0.54,0.85,0.38,0.85,0.38,0.69,0.77,0.42,0.23,0.08,0.54,0.31,0.08,0.0,0.69,0.77,0.69,0.69,0.0,0.0,0.54,1.0,0.42,0.23,0.31,0.31,0.42,0.42
3841,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,0.13688787654119800,2.8442748713785900,23.34,86.36,0.38,0.92,0.85,0.77,0.31,0.54,0.54,0.77,0.77,0.31,0.46,0.38,0.46,0.54,0.69,0.62,0.54,0.85,0.31,0.77,0.31,0.08,0.31,0.38,0.77,0.69,1.0,0.69,0.08,0.31,1.0,0.42,0.62,0.31,0.54,0.54,0.77
3843,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,0.13024527260446500,-2.517303629816700,23.34,86.36,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.31,0.46,0.38,0.08,0.08,0.69,0.46,0.77,0.38,0.69,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,1.0,0.77,0.62,0.42,0.54,0.77,0.54
3847,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,-2.869570103451560,1.3076176609740700,21.14,79.08,0.46,0.15,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.62,1.0,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.42,0.46,0.54,0.54,0.54,0.54
3848,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,-2.7140425309820800,1.9112113395696100,21.9,83.4,0.46,0.62,0.38,1.0,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.85,0.08,0.31,0.54,0.46,0.54,0.77,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.54,0.31,0.54,0.54
3849,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,-0.4706078620182880,1.77793575087813,21.14,79.08,0.38,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.85,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.77,0.54
3830,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,0.8743493694724550,2.538388879985340,23.4,85.35,0.77,0.62,0.46,0.77,0.31,0.54,0.54,0.54,0.54,0.31,0.85,0.38,0.85,0.54,0.69,0.46,0.42,0.38,0.31,0.77,0.54,0.08,0.54,0.69,0.77,0.38,0.69,0.38,0.54,0.31,0.54,0.42,0.23,0.31,0.42,0.77,0.54
3831,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,-1.4436419279121900,1.9792104907464400,23.4,85.35,0.54,0.62,0.38,0.77,0.77,0.54,1.0,0.54,0.77,0.42,0.85,0.38,0.85,0.69,0.69,0.92,0.54,1.0,0.08,0.54,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.69,0.54,0.42,0.54,0.54,0.62,0.54,0.54,0.54,0.42
3832,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,-0.8310145337114700,1.5184297616251700,23.4,85.35,0.54,0.15,0.38,0.88,0.54,0.31,1.0,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.46,0.54,0.38,0.31,0.54,0.54,0.23,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.42,0.62,0.31,0.54,0.54,0.54
3833,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,-0.4061868164022310,2.339171459883000,23.4,85.35,0.54,0.62,0.38,0.77,0.54,0.54,1.0,0.54,0.77,0.54,0.85,0.38,0.85,0.69,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.54,0.85,0.42,0.69,1.0,0.38,0.08,0.54,1.0,0.42,0.62,0.42,0.54,0.77,0.54
3834,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,-0.38992741769677200,3.0844229271350100,23.4,85.35,0.54,0.92,0.85,0.77,0.54,0.31,1.0,0.54,0.77,0.31,0.85,0.38,0.85,0.69,0.69,0.46,0.54,0.69,0.08,0.54,0.54,0.08,0.54,0.85,0.42,0.69,1.0,0.38,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.42,0.77
3835,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,2.723194731613180,-0.3041040347089730,23.4,85.35,0.15,0.46,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.69,0.23,0.54,0.38,0.31,0.54,0.54,0.08,0.54,0.69,0.42,0.69,0.69,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.54,0.77,0.54
9606,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,-5.7973719865059400,0.31477587010293700,23.34,85.3,0.92,0.23,0.85,1.0,0.77,0.77,0.54,0.54,0.77,0.77,0.85,0.23,0.23,0.23,0.69,0.92,0.31,1.0,0.08,0.54,1.0,0.46,1.0,0.69,0.77,1.0,1.0,0.69,1.0,0.77,1.0,0.77,0.62,0.77,0.54,0.31,0.77
3850,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Santhal Munda,Austroasiatic,Tribal,-0.47115199976649200,1.8117683664602400,21.14,79.08,0.46,0.62,0.54,0.54,0.54,0.54,0.88,0.54,0.54,0.31,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.46,0.08,0.31,0.54,0.23,0.54,0.69,0.42,1.0,0.69,0.69,0.54,0.31,0.54,0.77,0.35,0.31,0.54,0.77,0.54
9872,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,3.1846156518145300,1.687281694154700,25.88,84.29,0.15,0.23,0.38,0.31,0.08,0.08,1.0,0.54,0.54,0.08,0.69,0.08,0.69,1.0,0.69,0.46,0.77,0.62,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,0.85,0.69,0.08,0.08,0.54,0.54,0.46,0.31,0.77,0.77,0.54
9873,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,0.9629262456608860,-1.1580613726885400,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.69,0.31,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,1.0,0.08,0.38,0.08,0.08,0.54,0.54,0.46,0.54,0.54,0.77,0.31
9874,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,-1.088516890513530,-1.7970813494752700,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.31,0.85,0.08,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.46,0.54,0.54,0.54,0.31
9875,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,1.1050532320120900,2.2532691446153100,25.88,84.29,0.77,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.54,0.31,0.46,0.08,0.46,0.69,0.85,0.85,0.54,0.85,0.08,0.31,0.42,0.08,0.54,0.77,0.54,0.69,0.69,1.0,0.54,0.31,0.54,0.54,0.23,0.31,0.54,0.77,0.31
9876,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,-3.760352121414940,3.508685805399800,25.88,84.29,0.85,1.0,0.85,0.77,0.77,0.77,1.0,0.54,1.0,0.77,0.46,0.23,0.46,0.85,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,1.0,0.77,0.77,0.69,0.69,1.0,1.0,0.77,1.0,0.42,0.46,0.31,0.54,0.31,0.54
9877,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,-0.8128757071076580,-1.1682692174350400,25.88,84.29,0.92,0.08,0.08,0.31,0.77,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.31,0.54,0.54
9878,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,5.3885867519573700,-1.8369319095634100,25.88,84.29,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.85,0.08,0.42,0.0,0.69,0.31,0.31,0.08,0.31,0.38,0.77,0.08,0.08,0.38,0.54,0.08,0.54,0.42,0.35,0.54,0.54,0.77,0.31
9879,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,4.012047678870350,0.08183588516729060,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.42,0.08,0.54,0.38,0.54,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54
9880,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,2.469098636360070,-0.9904157498916230,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,0.46,0.08,0.85,0.77,0.77,0.85,0.31,0.77,0.77,0.08,0.54,0.38,0.31,0.69,1.0,0.0,0.08,0.54,1.0,0.54,0.23,0.31,0.31,0.77,0.77
9881,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,2.6698896818693500,0.03466684759539820,25.88,84.29,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.0,0.31,0.77,0.69,0.31,0.77,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.46,0.31,0.54,0.31,0.08
9882,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,1.8607941417014700,4.578989423177100,25.88,84.29,0.62,0.81,0.62,0.77,0.54,0.54,0.88,0.54,1.0,0.08,1.0,0.38,1.0,0.85,0.69,0.15,0.77,0.08,0.08,0.54,0.31,0.0,0.31,0.77,0.77,0.69,0.69,0.69,0.08,0.08,0.54,0.42,0.23,0.31,0.54,0.77,0.31
9895,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,-0.7051908465770040,4.412995796496770,26.84,80.94,0.73,0.85,0.85,0.54,0.54,0.77,1.0,0.54,1.0,0.77,1.0,0.23,1.0,0.85,0.69,0.62,0.77,0.85,0.69,0.77,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.77,0.54,0.42,0.46,0.31,0.31,0.31,0.31
9896,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,-1.7328479682120900,2.732281378495220,25.26,83.0,0.77,1.0,0.85,0.77,0.54,0.54,1.0,0.31,0.77,0.54,0.46,0.23,0.46,0.85,0.85,0.77,0.77,0.85,0.08,0.77,0.54,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.54
9899,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,-0.899465818297589,-0.4049361008984040,26.84,80.94,0.77,0.77,0.15,0.77,0.54,0.77,1.0,0.08,0.08,0.54,0.85,0.23,0.46,0.08,0.69,0.85,0.54,0.92,0.08,0.31,0.54,0.0,0.54,0.38,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.31
9914,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,2.0420056948004200,-1.9272842957745600,26.44,80.33,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.69,0.23,0.08,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.54,0.08,0.54,0.69,0.0,0.0,0.0,0.38,0.08,0.31,1.0,0.77,0.35,0.42,0.42,0.54,0.31
9915,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,-1.8260504106226900,3.4638925762292200,26.33,79.64,0.77,1.0,0.85,0.54,0.54,0.54,1.0,0.77,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.62,0.42,0.85,0.08,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.54
9916,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,-2.7486065756420600,2.5328308549109400,26.24,81.25,0.46,0.92,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.85,0.77,1.0,0.31,0.54,0.54,0.08,1.0,0.85,0.54,1.0,1.0,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.31,0.54,0.54
9918,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,-0.8624350440257870,3.495250141286890,25.31,82.97,0.85,0.15,0.85,0.54,0.54,0.54,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.38,0.77,0.62,0.31,0.54,0.54,0.08,0.31,0.85,0.54,0.69,1.0,0.38,0.08,0.77,1.0,0.42,0.23,0.08,0.31,0.54,0.54
