,canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,Number of Samples
50,3806,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.85,0.54,1.0,0.69,0.31,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.54,1.0,0.54,0.62,0.54,0.54,0.54,0.77,10
51,3807,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.92,0.77,0.85,0.69,0.31,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.77,0.77,10
52,3808,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,21.77,78.17,0.46,0.08,0.08,0.77,0.54,0.31,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.85,0.54,1.0,0.31,0.31,0.31,0.08,0.31,0.69,0.54,0.69,1.0,0.69,0.54,0.54,0.54,0.77,0.62,0.31,0.54,0.54,0.77,10
53,3809,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,21.77,78.17,0.46,0.08,0.08,0.77,0.31,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.69,0.54,1.0,0.08,0.31,0.31,0.08,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.77,0.62,0.08,0.54,0.77,1.0,10
54,3810,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,21.77,78.17,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.85,0.77,0.81,0.85,0.31,0.54,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.62,0.31,0.54,0.42,0.54,10
55,3811,North,India,C India/ Central Tribal Area,Malwa,Korku,Austroasiatic,Non-Tribal,21.77,78.17,0.69,0.08,0.08,0.77,0.31,0.31,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.38,0.54,0.54,1.0,0.77,0.35,0.31,0.54,0.77,0.54,10
56,3820,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.5,85.5,0.15,0.62,0.54,0.31,0.08,0.08,0.77,0.54,0.08,0.54,0.85,0.08,0.92,0.38,0.69,0.46,0.77,0.23,0.31,0.54,0.31,0.08,0.31,0.85,0.77,0.38,0.38,0.69,0.54,0.54,0.08,0.77,0.23,0.31,0.54,0.31,0.54,17
57,3821,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.5,85.5,0.15,0.62,0.54,0.31,0.08,0.08,1.0,0.54,0.31,0.54,0.85,0.08,0.85,0.38,0.69,0.46,0.77,0.62,0.31,0.77,0.54,0.08,0.31,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.31,0.62,0.31,0.54,0.31,0.54,17
58,3822,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.08,0.31,0.77,0.54,0.08,0.54,0.85,0.77,0.69,1.0,0.69,0.54,0.31,0.54,0.42,0.62,0.54,0.54,0.77,0.31,17
59,3823,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.38,0.54,0.23,0.31,0.77,0.31,0.08,0.31,0.69,0.54,0.69,1.0,1.0,0.54,0.31,0.54,0.77,0.62,0.31,0.54,0.42,0.31,17
60,3824,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.62,0.23,0.38,0.77,0.54,0.54,0.54,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.46,0.77,0.23,0.08,0.54,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,1.0,0.54,0.54,0.54,0.62,0.54,0.54,0.42,0.54,17
61,3825,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.08,1.0,0.69,0.54,0.08,0.54,0.77,0.62,0.54,0.54,0.77,0.31,17
62,3826,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.92,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.69,0.69,0.62,0.77,0.92,0.08,0.54,0.54,0.08,0.77,0.77,0.77,0.69,1.0,0.38,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.77,0.77,17
63,3827,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.23,0.88,0.31,0.08,0.31,0.54,0.08,0.77,0.77,0.54,0.69,0.69,0.69,0.54,0.54,0.54,0.54,0.46,0.31,0.54,0.42,0.31,17
64,3828,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.46,0.54,0.62,0.31,0.77,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.38,0.54,0.31,0.54,0.77,0.62,0.54,0.54,0.54,0.54,17
65,3829,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.77,0.08,0.31,0.77,0.54,0.08,0.31,0.85,0.42,0.38,1.0,0.38,0.08,0.31,0.54,0.77,0.46,0.31,0.54,0.77,0.31,17
66,3836,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.46,0.08,0.69,0.15,0.54,0.08,0.31,0.54,0.31,0.08,0.54,0.38,0.42,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.35,0.31,0.31,0.77,0.31,17
67,3837,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.36,85.43,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.85,0.08,0.69,0.46,0.77,0.38,0.08,0.54,0.31,0.08,0.54,0.69,0.31,0.69,0.38,1.0,0.08,0.31,1.0,0.54,0.46,0.54,0.54,0.77,0.54,17
68,3838,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.36,85.43,0.46,0.08,0.08,1.0,0.54,0.54,0.08,0.08,0.08,0.31,0.85,0.23,0.08,0.08,0.69,0.92,0.54,0.85,0.31,0.54,0.54,0.46,0.77,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.35,0.31,0.54,0.77,0.54,17
69,3839,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.36,85.43,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.46,0.08,0.08,0.08,0.69,0.38,0.77,0.23,0.08,0.54,0.54,0.08,0.54,0.69,0.31,0.38,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.54,0.77,0.77,17
70,3840,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,22.36,85.43,0.69,0.62,0.54,0.77,0.31,0.31,0.77,0.54,0.08,0.54,0.85,0.38,0.85,0.38,0.69,0.77,0.42,0.23,0.08,0.54,0.31,0.08,0.0,0.69,0.77,0.69,0.69,0.0,0.0,0.54,1.0,0.42,0.23,0.31,0.31,0.42,0.42,17
71,3841,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.38,0.92,0.85,0.77,0.31,0.54,0.54,0.77,0.77,0.31,0.46,0.38,0.46,0.54,0.69,0.62,0.54,0.85,0.31,0.77,0.31,0.08,0.31,0.38,0.77,0.69,1.0,0.69,0.08,0.31,1.0,0.42,0.62,0.31,0.54,0.54,0.77,17
72,3843,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Bhumij,Austroasiatic,Tribal,23.34,86.36,0.46,0.08,0.08,0.54,0.31,0.31,0.08,0.08,0.08,0.31,0.46,0.38,0.08,0.08,0.69,0.46,0.77,0.38,0.69,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,0.38,1.0,0.31,1.0,0.77,0.62,0.42,0.54,0.77,0.54,17
73,3847,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,21.14,79.08,0.46,0.15,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.77,0.46,0.23,0.46,0.69,0.69,0.62,1.0,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,1.0,1.0,0.69,1.0,0.77,1.0,0.42,0.46,0.54,0.54,0.54,0.54,3
74,3848,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,21.9,83.4,0.46,0.62,0.38,1.0,0.54,0.54,1.0,0.54,0.77,0.54,0.46,0.23,0.46,0.69,0.69,0.92,0.54,0.85,0.08,0.31,0.54,0.46,0.54,0.77,0.77,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.54,0.31,0.54,0.54,3
75,3849,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Kurukh,Dravidian,Tribal,21.14,79.08,0.38,0.23,0.38,0.54,0.54,0.77,1.0,0.54,0.77,0.31,0.46,0.23,0.46,0.85,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.77,0.69,0.42,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.77,0.54,3
76,3830,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.4,85.35,0.77,0.62,0.46,0.77,0.31,0.54,0.54,0.54,0.54,0.31,0.85,0.38,0.85,0.54,0.69,0.46,0.42,0.38,0.31,0.77,0.54,0.08,0.54,0.69,0.77,0.38,0.69,0.38,0.54,0.31,0.54,0.42,0.23,0.31,0.42,0.77,0.54,7
77,3831,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.4,85.35,0.54,0.62,0.38,0.77,0.77,0.54,1.0,0.54,0.77,0.42,0.85,0.38,0.85,0.69,0.69,0.92,0.54,1.0,0.08,0.54,0.54,0.08,0.54,0.69,0.42,0.69,1.0,0.69,0.54,0.42,0.54,0.54,0.62,0.54,0.54,0.54,0.42,7
78,3832,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.4,85.35,0.54,0.15,0.38,0.88,0.54,0.31,1.0,0.54,0.77,0.54,0.46,0.38,0.46,0.69,0.69,0.46,0.54,0.38,0.31,0.54,0.54,0.23,0.54,0.38,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.42,0.62,0.31,0.54,0.54,0.54,7
79,3833,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.4,85.35,0.54,0.62,0.38,0.77,0.54,0.54,1.0,0.54,0.77,0.54,0.85,0.38,0.85,0.69,0.69,0.46,0.54,0.38,0.31,0.77,0.54,0.08,0.54,0.85,0.42,0.69,1.0,0.38,0.08,0.54,1.0,0.42,0.62,0.42,0.54,0.77,0.54,7
80,3834,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.4,85.35,0.54,0.92,0.85,0.77,0.54,0.31,1.0,0.54,0.77,0.31,0.85,0.38,0.85,0.69,0.69,0.46,0.54,0.69,0.08,0.54,0.54,0.08,0.54,0.85,0.42,0.69,1.0,0.38,0.54,0.31,1.0,0.42,0.62,0.31,0.54,0.42,0.77,7
81,3835,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.4,85.35,0.15,0.46,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.69,0.23,0.54,0.38,0.31,0.54,0.54,0.08,0.54,0.69,0.42,0.69,0.69,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.54,0.77,0.54,7
82,9606,North,India,E C India/ E Central Tribal Area,Chota Nagpur Plateau,Munda,Austroasiatic,Tribal,23.34,85.3,0.92,0.23,0.85,1.0,0.77,0.77,0.54,0.54,0.77,0.77,0.85,0.23,0.23,0.23,0.69,0.92,0.31,1.0,0.08,0.54,1.0,0.46,1.0,0.69,0.77,1.0,1.0,0.69,1.0,0.77,1.0,0.77,0.62,0.77,0.54,0.31,0.77,7
84,9872,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.15,0.23,0.38,0.31,0.08,0.08,1.0,0.54,0.54,0.08,0.69,0.08,0.69,1.0,0.69,0.46,0.77,0.62,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,0.85,0.69,0.08,0.08,0.54,0.54,0.46,0.31,0.77,0.77,0.54,11
85,9873,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.08,0.85,0.23,0.08,0.08,0.69,0.69,0.31,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,1.0,0.08,0.38,0.08,0.08,0.54,0.54,0.46,0.54,0.54,0.77,0.31,11
86,9874,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.92,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.85,0.31,0.85,0.08,0.54,0.54,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.46,0.54,0.54,0.54,0.31,11
87,9875,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.77,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.54,0.31,0.46,0.08,0.46,0.69,0.85,0.85,0.54,0.85,0.08,0.31,0.42,0.08,0.54,0.77,0.54,0.69,0.69,1.0,0.54,0.31,0.54,0.54,0.23,0.31,0.54,0.77,0.31,11
88,9876,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.85,1.0,0.85,0.77,0.77,0.77,1.0,0.54,1.0,0.77,0.46,0.23,0.46,0.85,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,1.0,0.77,0.77,0.69,0.69,1.0,1.0,0.77,1.0,0.42,0.46,0.31,0.54,0.31,0.54,11
89,9877,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.92,0.08,0.08,0.31,0.77,0.77,0.08,0.08,0.08,0.54,0.46,0.23,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.08,0.69,0.54,0.54,1.0,0.54,0.23,0.31,0.31,0.54,0.54,11
90,9878,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,1.0,0.08,0.08,0.08,0.85,0.08,0.42,0.0,0.69,0.31,0.31,0.08,0.31,0.38,0.77,0.08,0.08,0.38,0.54,0.08,0.54,0.42,0.35,0.54,0.54,0.77,0.31,11
91,9879,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.85,0.08,0.46,0.08,0.0,0.15,0.77,0.08,0.31,0.54,0.42,0.08,0.54,0.38,0.54,0.69,0.69,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54,11
92,9880,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.15,0.92,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.54,1.0,0.08,0.46,0.08,0.85,0.77,0.77,0.85,0.31,0.77,0.77,0.08,0.54,0.38,0.31,0.69,1.0,0.0,0.08,0.54,1.0,0.54,0.23,0.31,0.31,0.77,0.77,11
93,9881,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.15,0.15,0.15,0.31,0.08,0.08,1.0,0.08,0.08,0.31,0.92,0.08,0.92,0.08,0.0,0.31,0.77,0.69,0.31,0.77,0.54,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.54,0.31,1.0,0.42,0.46,0.31,0.54,0.31,0.08,11
94,9882,North,India,Gangetic Plain,Bihar/ Uttar Pradesh,Bhojpuri,Indo-European,Tribal,25.88,84.29,0.62,0.81,0.62,0.77,0.54,0.54,0.88,0.54,1.0,0.08,1.0,0.38,1.0,0.85,0.69,0.15,0.77,0.08,0.08,0.54,0.31,0.0,0.31,0.77,0.77,0.69,0.69,0.69,0.08,0.08,0.54,0.42,0.23,0.31,0.54,0.77,0.31,11
95,9895,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,26.84,80.94,0.73,0.85,0.85,0.54,0.54,0.77,1.0,0.54,1.0,0.77,1.0,0.23,1.0,0.85,0.69,0.62,0.77,0.85,0.69,0.77,0.31,0.08,0.31,0.69,0.77,0.69,0.69,0.69,0.54,0.77,0.54,0.42,0.46,0.31,0.31,0.31,0.31,9
96,9896,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,25.26,83.0,0.77,1.0,0.85,0.77,0.54,0.54,1.0,0.31,0.77,0.54,0.46,0.23,0.46,0.85,0.85,0.77,0.77,0.85,0.08,0.77,0.54,0.08,0.54,0.69,0.77,0.69,0.69,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.54,9
97,9899,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,26.84,80.94,0.77,0.77,0.15,0.77,0.54,0.77,1.0,0.08,0.08,0.54,0.85,0.23,0.46,0.08,0.69,0.85,0.54,0.92,0.08,0.31,0.54,0.0,0.54,0.38,0.31,1.0,1.0,0.69,0.54,0.54,1.0,0.77,0.46,0.31,0.54,0.77,0.31,9
98,9914,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,26.44,80.33,0.46,0.08,0.08,0.54,0.77,0.54,0.08,0.08,0.08,0.31,0.69,0.23,0.08,0.08,0.69,0.46,0.42,0.23,0.31,0.77,0.54,0.08,0.54,0.69,0.0,0.0,0.0,0.38,0.08,0.31,1.0,0.77,0.35,0.42,0.42,0.54,0.31,9
99,9915,North,India,Gangetic Plain,Uttar Pradesh,Uttar Pradesh,Indo-European,Non-Tribal,26.33,79.64,0.77,1.0,0.85,0.54,0.54,0.54,1.0,0.77,0.77,0.77,0.46,0.23,0.46,0.85,0.69,0.62,0.42,0.85,0.08,0.54,0.42,0.08,0.54,0.69,0.54,0.69,0.69,0.69,0.54,0.77,1.0,0.54,0.46,0.54,0.54,0.54,0.54,9
