,canto_coding_id,region,division,subregion,area_kingdom,culture,language,people,song,lat,lng,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,Number of Samples
154,4004,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Marriage Song,19.15,84.22,0.15,0.62,0.54,0.31,0.08,0.08,0.88,0.31,0.77,0.31,0.46,0.08,0.46,0.69,0.69,0.69,0.88,0.08,0.08,0.31,0.54,0.08,0.77,0.85,0.31,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.46,0.08,0.31,0.54,0.77,13
155,4005,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Incantation at Sacrifice,19.15,84.22,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,0.46,0.08,0.23,0.08,0.69,0.62,0.77,0.85,0.08,0.31,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.31,1.0,0.77,0.23,0.08,0.08,0.54,0.77,13
156,4006,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Song at the Guar Feast,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.77,0.54,0.85,0.31,0.31,0.19,0.08,1.0,0.85,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.31,0.31,0.31,0.31,13
157,4007,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Song About the Swidden,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.85,0.08,0.54,0.54,0.08,0.77,0.69,0.77,0.69,1.0,1.0,1.0,0.54,1.0,0.77,0.46,0.31,0.54,0.42,0.31,13
158,4008,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Working in the Rice Fields,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.77,0.85,0.08,0.08,0.08,0.69,0.69,0.77,0.85,0.08,0.31,0.31,0.08,0.54,0.69,0.31,0.69,1.0,0.69,1.0,0.77,1.0,0.54,0.46,0.08,0.42,0.77,0.77,13
159,4009,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Morning Song,19.15,84.22,0.15,0.77,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.46,0.08,0.46,0.08,0.69,0.69,0.88,0.73,0.08,0.54,0.54,0.08,0.77,0.69,0.31,1.0,1.0,0.69,1.0,0.54,1.0,0.54,0.23,0.31,0.54,0.54,0.77,13
160,4010,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Prayer at the Guar Feast,19.15,84.22,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.85,0.92,0.77,0.85,0.69,0.54,1.0,0.08,0.77,0.69,0.42,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.46,0.08,0.42,0.54,0.54,13
161,9889,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Housework Song,19.58,84.68,0.46,0.62,0.54,0.88,0.77,0.54,0.88,1.0,0.31,0.54,0.85,1.0,0.23,1.0,0.69,0.85,0.77,1.0,0.08,0.31,0.77,1.0,0.54,0.85,0.42,0.69,0.08,0.69,1.0,0.54,0.08,0.54,0.35,0.54,0.77,0.54,0.31,13
162,9890,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Domestic Song,19.58,84.68,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.85,0.08,0.0,0.85,0.77,0.73,0.08,0.54,0.54,0.08,0.77,0.85,0.54,0.69,0.69,0.0,0.54,0.54,1.0,0.54,0.46,0.31,0.54,0.31,0.31,13
163,9891,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Hill Saora,Austroasiatic,Tribal,Sabhavati Puran Natak,19.58,84.68,0.92,0.92,0.85,0.77,0.54,0.54,1.0,0.54,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.77,0.08,0.31,0.54,0.54,0.08,0.54,0.85,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.54,0.31,0.31,0.31,13
164,3812,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Konda-Dora,Dravidian,Tribal,Mali Pulu,18.56,82.97,0.15,0.92,0.54,0.31,0.08,0.08,0.77,0.54,0.77,0.31,0.85,0.08,0.46,0.46,0.69,0.54,0.54,0.85,0.08,0.77,0.31,0.08,0.31,0.85,0.54,0.69,0.38,0.69,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.77,0.54,2
165,3813,South,India,E C India/ E Central Tribal Area,Andhra Pradesh/ Odisha,Konda-Dora,Dravidian,Tribal,Sunita Kai ,18.56,82.97,0.46,0.08,0.08,1.0,0.77,0.54,0.08,0.08,0.08,0.54,0.85,0.38,0.08,0.08,0.69,0.23,0.77,0.08,0.08,0.54,0.54,0.46,0.54,0.69,0.42,0.69,1.0,0.69,1.0,0.54,1.0,0.42,0.62,0.54,0.54,0.77,0.54,2
166,9892,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,Greeting Song,18.55,82.73,0.35,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.77,0.46,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.31,0.08,0.77,0.85,0.54,0.69,0.08,0.38,0.54,0.77,1.0,0.77,0.23,0.31,0.08,0.31,0.54,3
167,9893,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,Pausa Parva,18.55,82.73,0.38,0.15,0.15,0.77,0.54,0.77,0.31,0.08,0.08,0.54,0.46,0.23,0.23,0.08,0.69,0.77,0.42,0.85,0.08,0.31,0.77,0.08,1.0,0.85,0.54,1.0,0.08,0.69,0.54,0.54,1.0,0.54,0.35,0.54,0.54,0.54,0.54,3
168,9894,South,India,E C India/ E Central Tribal Area,Odisha,Bonda,Austroasiatic,Tribal,Wedding Song,18.55,82.73,0.5,0.62,0.15,0.77,0.54,0.54,0.31,0.08,0.08,0.31,0.85,0.23,0.23,0.08,0.69,0.85,0.54,1.0,0.08,0.31,0.77,0.27,0.88,0.69,0.54,0.69,1.0,0.38,0.54,0.31,1.0,0.54,0.62,0.54,0.54,0.54,0.54,3
170,4091,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,"O Lord, Cleanse Me from My Sins",20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,1.0,0.08,0.08,0.08,0.85,0.77,0.54,0.85,0.08,0.54,0.31,0.08,0.08,0.23,0.77,0.08,1.0,0.38,0.54,0.31,0.54,0.42,0.77,0.42,0.54,0.42,0.31,10
171,4092,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Krishna Asking His Mother for Milk,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.08,0.85,0.08,0.08,0.08,0.69,0.38,0.77,0.38,0.08,0.77,0.54,0.08,0.54,0.38,0.31,0.38,1.0,0.69,0.54,0.08,1.0,0.77,0.62,0.42,0.54,0.54,0.31,10
172,4093,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Sita and Ravana,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.69,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.31,0.54,0.31,0.08,0.54,0.69,0.31,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.62,0.42,0.42,0.54,0.31,10
173,4094,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Song of Victory,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.92,0.88,0.85,0.08,0.31,0.54,0.08,0.54,0.69,0.54,0.69,1.0,0.69,1.0,0.31,1.0,0.54,0.23,0.31,0.54,0.54,0.77,10
174,4095,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Wedding Song,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.92,0.08,0.08,0.08,0.69,0.62,0.77,0.85,0.31,0.54,0.31,0.08,0.54,0.85,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.54,0.23,0.31,0.77,0.54,0.31,10
175,4096,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Wedding Song,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.77,0.88,0.85,0.31,0.77,0.54,0.08,0.54,0.69,0.31,0.69,1.0,0.69,0.54,0.54,1.0,0.54,0.62,0.54,0.77,0.54,0.31,10
176,4097,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,An Arrangement of Marriage,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.54,0.85,0.08,0.08,0.08,0.69,0.54,0.77,0.85,0.08,0.54,0.31,0.08,0.31,0.69,0.54,0.69,1.0,0.69,1.0,0.54,1.0,0.77,0.62,0.31,0.54,0.54,0.31,10
177,4098,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,An Arrangement of Marriage,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.46,0.77,0.62,0.31,0.54,0.54,0.08,0.77,0.69,0.54,0.69,1.0,1.0,1.0,0.31,1.0,0.77,0.62,0.54,0.77,0.54,0.31,10
178,4099,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,Story Teller with Plucked Drum,20.95,85.09,0.15,0.62,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.31,1.0,0.08,1.0,0.08,0.69,0.54,0.77,0.85,0.31,0.31,0.31,0.08,0.77,0.85,0.54,0.69,1.0,0.69,0.54,0.31,1.0,0.42,0.08,0.08,0.31,0.54,0.77,10
179,4100,South,India,E C India/ E Central Tribal Area,Odisha,Oriya,Indo-European,Tribal,A Woman's Heart Desire,20.95,85.09,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.46,0.08,0.08,0.08,0.69,0.77,0.77,0.85,0.31,0.54,0.54,0.08,0.54,0.38,0.42,0.69,1.0,0.69,1.0,0.31,1.0,0.77,0.23,0.31,0.31,0.54,0.31,10
180,9885,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Salutation Song,18.85,82.73,0.38,0.23,1.0,0.77,0.54,0.77,0.54,1.0,1.0,0.77,0.46,0.23,0.35,0.85,0.85,0.85,0.54,1.0,0.31,0.54,0.31,0.08,0.54,0.85,0.77,1.0,1.0,0.69,0.54,0.77,1.0,0.42,0.35,0.31,0.31,0.31,0.54,4
181,9886,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Courtship Song,18.85,82.73,0.92,0.23,1.0,0.77,0.54,1.0,1.0,0.54,1.0,0.54,0.35,0.23,0.35,0.85,0.0,0.62,0.77,0.85,0.08,0.77,0.54,0.08,0.77,0.85,0.77,1.0,1.0,0.38,0.54,0.54,1.0,0.77,0.23,0.31,0.54,0.31,0.77,4
182,9887,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Love Song,18.85,82.73,0.38,0.08,0.08,0.88,0.77,1.0,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.85,0.69,0.77,0.85,0.08,0.77,0.54,0.35,0.54,0.85,0.42,1.0,0.08,0.69,0.54,0.54,1.0,0.77,0.35,0.31,0.77,0.31,0.54,4
183,9888,South,India,E C India/ E Central Tribal Area,Odisha,Paroja,Indo-European,Tribal,Narrative Song,18.32,82.87,0.77,0.69,0.15,0.88,0.77,0.77,1.0,0.31,1.0,0.54,0.46,0.23,0.35,0.85,0.85,0.85,0.77,1.0,0.31,0.54,0.54,0.23,0.54,0.85,0.77,0.69,0.69,0.69,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.31,0.54,4
184,1843,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Velu tampi,8.52,76.93,0.69,0.23,0.38,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.31,0.31,0.08,0.54,0.69,0.77,1.0,1.0,0.69,0.54,0.54,0.54,0.31,0.23,0.31,0.54,0.31,0.54,14
185,1844,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Villadipattu ,8.52,76.93,0.46,0.23,0.46,0.54,0.54,0.77,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.23,0.54,0.08,0.31,0.77,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,0.54,0.77,0.23,0.31,0.54,0.54,0.54,14
186,1845,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,"Villadichanpattu, Velu Tampi",10.85,76.27,0.46,0.23,0.46,0.54,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.85,0.69,0.23,0.31,0.08,0.08,0.54,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.77,14
187,1846,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,"Kathakali, Kiradan",10.85,76.27,0.77,0.69,0.62,0.77,0.54,0.31,0.54,0.77,0.31,0.31,1.0,0.38,0.92,0.38,0.69,0.08,0.08,0.08,0.85,0.77,0.31,0.08,0.08,0.38,0.54,0.08,0.08,0.38,0.54,0.31,0.08,0.77,0.23,0.31,0.31,0.54,0.08,14
188,1847,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,"Kirtanam, Jiva Bhavatte Ni Talleda",10.85,76.27,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,0.31,0.85,0.08,0.08,0.08,0.69,0.15,0.54,0.08,0.85,0.77,0.31,0.08,0.31,0.38,0.54,0.69,1.0,0.69,0.54,0.31,0.08,0.54,0.35,0.31,0.54,0.54,0.08,14
189,1848,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Vlan Pravatti: Nryaa,10.85,76.27,0.15,0.15,0.15,0.31,0.08,0.08,0.31,0.08,0.08,0.54,0.85,0.08,0.69,0.08,0.85,0.92,0.54,1.0,0.08,0.31,0.54,0.08,0.31,0.69,0.54,1.0,1.0,0.38,0.54,0.54,1.0,0.31,0.23,0.08,0.31,0.54,0.31,14
190,1849,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kaniyan Pattu,10.85,76.27,0.62,0.15,0.38,1.0,0.54,1.0,1.0,0.77,1.0,0.54,0.46,0.23,0.46,0.69,0.69,0.38,0.54,0.46,0.08,0.54,0.54,0.77,0.31,0.69,0.77,1.0,1.0,0.38,1.0,0.54,0.08,0.31,0.08,0.08,0.31,0.54,0.54,14
191,1850,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Tiruwadirakali,10.85,76.27,0.46,0.23,0.38,0.54,0.54,0.77,0.31,0.08,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.46,0.54,0.23,0.08,0.77,0.54,0.08,0.54,0.69,0.31,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.62,0.54,0.54,0.54,0.31,14
192,1851,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kuavarkai: Ngachuu,10.85,76.27,0.62,0.23,0.46,1.0,0.77,1.0,0.54,1.0,0.77,0.54,0.46,0.23,0.46,0.23,0.69,0.85,0.54,1.0,0.08,0.54,0.54,0.62,0.31,0.77,0.54,1.0,1.0,0.69,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.31,14
193,1852,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kuravarkali: Ganapati Stotram,10.85,76.27,0.73,0.08,0.08,1.0,0.77,0.77,0.08,0.08,0.08,0.54,0.85,0.23,0.08,0.08,0.69,0.15,0.42,0.08,0.08,0.54,0.31,0.62,0.31,0.85,0.54,0.69,1.0,0.38,0.54,0.54,0.54,0.54,0.23,0.08,0.31,0.54,0.08,14
194,3754,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Kandanenum Peyaril,10.85,76.27,0.15,0.62,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,0.46,0.08,0.46,0.46,0.69,0.77,0.77,0.85,0.08,0.77,0.31,0.08,0.08,0.69,0.54,0.38,1.0,0.38,0.08,0.31,0.08,0.77,0.35,0.08,0.77,0.77,0.08,14
195,3755,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Pahan Chunariya,10.85,76.27,0.15,0.15,0.38,0.31,0.08,0.08,1.0,0.54,1.0,0.31,0.46,0.08,0.46,0.54,0.69,0.23,0.77,0.08,0.85,0.77,0.31,0.08,0.08,0.69,0.54,1.0,1.0,0.69,0.08,0.31,0.08,0.42,0.23,0.08,0.08,0.54,0.08,14
196,9193,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Villadichanpattu,10.85,76.27,2.0,0.0,0.31,0.0,0.0,0.0,0.31,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
197,9347,South,India,Western Ghats,Kerala,Kerala,Dravidian,Non-Tribal,Thukkiya Thiruvadi ,10.85,76.27,0.15,0.77,0.85,0.31,0.08,0.08,1.0,0.31,0.31,1.0,0.85,0.08,0.85,0.69,0.69,0.77,0.77,0.08,0.69,1.0,0.31,0.08,0.08,0.85,0.77,1.0,1.0,0.69,0.08,1.0,0.08,1.0,0.23,0.31,0.31,1.0,1.0,14
198,845,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Folk Song,21.14,79.08,0.69,0.23,0.38,0.54,0.77,0.77,1.0,0.54,1.0,0.54,0.46,0.23,0.35,0.85,0.69,0.92,0.54,0.85,0.08,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.35,0.42,0.54,0.54,0.31,9
199,4456,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Song of Welcome,11.49,76.73,0.69,0.23,0.77,0.54,0.77,1.0,0.54,1.0,0.77,0.77,0.69,0.23,0.69,0.23,0.69,0.92,0.54,1.0,0.69,0.77,0.77,0.08,0.77,0.69,0.54,1.0,1.0,0.38,0.54,0.77,0.54,0.77,0.46,0.31,0.54,0.54,0.77,9
200,4457,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Women,11.49,76.73,0.69,0.08,0.08,0.54,0.77,0.77,0.08,0.08,0.08,1.0,0.69,0.23,0.08,0.08,0.69,0.92,0.31,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.77,1.0,0.08,0.38,0.08,1.0,0.54,1.0,0.62,0.31,0.54,0.31,0.54,9
201,4458,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Children,11.49,76.73,0.46,0.08,0.08,0.54,0.54,0.77,0.08,0.08,0.08,0.77,0.46,0.31,0.08,0.08,0.69,0.92,0.77,1.0,0.31,0.54,0.77,0.08,0.77,0.69,0.54,1.0,0.08,0.38,0.54,0.77,0.54,0.77,0.46,0.31,0.54,0.54,0.77,9
202,4459,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Toda Woman,11.49,76.73,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.69,0.08,0.08,0.08,0.69,0.92,0.54,1.0,0.69,0.54,0.77,0.08,1.0,0.69,0.54,0.69,0.08,0.38,0.08,1.0,0.54,0.77,0.46,0.54,0.31,0.31,0.77,9
203,4460,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Wedding Song,11.49,76.73,0.81,0.23,0.46,0.54,0.77,0.77,0.54,1.0,0.77,1.0,0.46,0.23,0.46,0.23,0.69,0.69,0.88,0.85,1.0,0.54,0.77,0.08,1.0,0.85,0.77,1.0,1.0,0.38,0.54,1.0,0.08,0.77,0.46,0.54,0.54,0.31,0.77,9
204,4461,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Farewell Song After Wedding,11.49,76.73,0.69,0.69,0.62,0.54,0.77,0.77,0.77,0.77,0.54,1.0,0.46,0.23,0.23,0.38,0.69,0.92,0.54,1.0,0.69,0.31,0.77,0.08,1.0,0.85,0.77,1.0,0.38,0.38,0.54,1.0,0.08,0.77,0.62,0.54,0.54,0.31,0.77,9
205,4462,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Post Wedding Circle Dance,11.49,76.73,0.46,0.23,0.46,0.54,1.0,0.77,0.54,1.0,0.54,1.0,0.46,0.23,0.46,0.23,0.69,0.92,0.77,0.85,0.31,0.54,0.77,0.08,0.77,0.69,0.77,1.0,1.0,0.69,0.08,1.0,0.54,0.42,0.46,0.54,0.31,0.31,0.77,9
206,4463,South,India,Western Ghats,Nilgiri Mtns,Toda,Dravidian,Tribal,Nug Orschtet,11.49,76.73,0.15,0.08,0.08,0.31,0.08,0.08,0.08,0.08,0.08,1.0,0.69,0.08,0.08,0.08,0.69,0.92,0.31,1.0,0.69,0.54,0.77,0.08,0.77,0.69,0.31,1.0,0.08,1.0,0.08,1.0,0.54,0.77,0.62,0.31,0.31,0.54,0.77,9
